  
       XFOIL         Version 6.96
  
 Calculated polar for: GOE 508 AIRFOIL                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   6.500   1.2018   0.01024   0.00518  -0.0883   0.3560   1.0000
   6.750   1.2037   0.01091   0.00568  -0.0838   0.3268   1.0000
   7.000   1.2074   0.01162   0.00624  -0.0799   0.3020   1.0000
   7.250   1.2158   0.01224   0.00678  -0.0768   0.2845   1.0000
   7.500   1.2249   0.01290   0.00735  -0.0741   0.2697   1.0000
   7.750   1.2377   0.01346   0.00787  -0.0720   0.2598   1.0000
   8.000   1.2503   0.01407   0.00843  -0.0699   0.2509   1.0000
   8.250   1.2647   0.01463   0.00898  -0.0683   0.2451   1.0000
   8.500   1.2779   0.01529   0.00961  -0.0665   0.2394   1.0000
   8.750   1.2947   0.01581   0.01014  -0.0653   0.2362   1.0000
   9.000   1.3110   0.01636   0.01070  -0.0640   0.2330   1.0000
   9.250   1.3260   0.01701   0.01135  -0.0627   0.2295   1.0000
   9.500   1.3393   0.01778   0.01212  -0.0613   0.2257   1.0000
   9.750   1.3525   0.01858   0.01291  -0.0599   0.2223   1.0000
  10.000   1.3701   0.01915   0.01352  -0.0590   0.2207   1.0000
  10.250   1.3867   0.01978   0.01418  -0.0581   0.2188   1.0000
  10.500   1.4019   0.02052   0.01495  -0.0571   0.2166   1.0000
  10.750   1.4160   0.02135   0.01578  -0.0560   0.2141   1.0000
  11.000   1.4280   0.02231   0.01675  -0.0548   0.2110   1.0000
  11.250   1.4367   0.02352   0.01796  -0.0533   0.2069   1.0000
  11.500   1.4539   0.02419   0.01867  -0.0526   0.2057   1.0000
  11.750   1.4703   0.02491   0.01943  -0.0520   0.2027   1.0000
  12.000   1.4838   0.02585   0.02040  -0.0510   0.2004   1.0000
  12.250   1.4958   0.02690   0.02146  -0.0500   0.1976   1.0000
  12.500   1.5047   0.02820   0.02276  -0.0489   0.1940   1.0000
  12.750   1.5159   0.02936   0.02396  -0.0479   0.1913   1.0000
  13.000   1.5314   0.03022   0.02486  -0.0474   0.1887   1.0000
  13.250   1.5442   0.03127   0.02593  -0.0466   0.1852   1.0000
  13.500   1.5529   0.03268   0.02735  -0.0456   0.1811   1.0000
  13.750   1.5614   0.03412   0.02880  -0.0447   0.1771   1.0000
  14.000   1.5738   0.03528   0.03000  -0.0441   0.1731   1.0000
  14.250   1.5838   0.03663   0.03137  -0.0433   0.1689   1.0000
  14.500   1.5888   0.03844   0.03317  -0.0424   0.1635   1.0000
  14.750   1.5985   0.03984   0.03460  -0.0417   0.1585   1.0000
  15.000   1.6011   0.04191   0.03665  -0.0407   0.1513   1.0000
  15.250   1.6072   0.04369   0.03843  -0.0400   0.1454   1.0000
  15.500   1.6075   0.04603   0.04075  -0.0391   0.1380   1.0000
  15.750   1.6076   0.04840   0.04311  -0.0382   0.1303   1.0000
  16.000   1.6082   0.05076   0.04547  -0.0375   0.1239   1.0000
  16.250   1.6057   0.05349   0.04818  -0.0367   0.1170   1.0000
  16.500   1.6068   0.05589   0.05060  -0.0361   0.1117   1.0000
  16.750   1.6053   0.05855   0.05325  -0.0355   0.1059   1.0000
  17.000   1.6055   0.06112   0.05584  -0.0350   0.1003   1.0000
  17.250   1.6027   0.06400   0.05871  -0.0346   0.0938   1.0000
  17.500   1.5976   0.06718   0.06187  -0.0342   0.0850   1.0000
  17.750   1.5837   0.07135   0.06598  -0.0337   0.0719   1.0000
  18.000   1.5773   0.07477   0.06939  -0.0335   0.0662   1.0000
  18.250   1.5721   0.07815   0.07280  -0.0334   0.0629   1.0000
  18.500   1.5691   0.08129   0.07598  -0.0334   0.0604   1.0000
  18.750   1.5682   0.08421   0.07894  -0.0334   0.0590   1.0000
  19.000   1.5635   0.08763   0.08242  -0.0336   0.0571   1.0000
  19.250   1.5603   0.09090   0.08573  -0.0338   0.0556   1.0000
